transaction_id,customer_id,card_number,timestamp,merchant_category,merchant_type,merchant,amount,currency,country,city,city_size,card_type,card_present,device,channel,device_fingerprint,ip_address,distance_from_home,high_risk_merchant,transaction_hour,weekend_transaction,velocity_last_hour,is_fraud
TX_23f3ab9e,CUST_16988,6451737854402466,2024-10-10 03:01:09.965566+00:00,Grocery,online,Instacart,39835.13,NGN,Nigeria,Unknown City,medium,Basic Credit,False,iOS App,mobile,8174bdccc93b5ba172aa1b18f8f9ca54,236.204.245.129,0,False,3,False,"{'num_transactions': 527, 'total_amount': 48894569.18838209, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1449679.5818160912}",False
TX_525ec522,CUST_67961,5892380948783564,2024-10-25 06:06:53.708500+00:00,Entertainment,gaming,Steam,42.08,MXN,Mexico,Unknown City,medium,Platinum Credit,False,Edge,web,fc165966c7672a9657894adbb2b55933,25.52.71.185,1,True,6,False,"{'num_transactions': 62, 'total_amount': 1578234.7734793625, 'unique_merchants': 45, 'unique_countries': 7, 'max_single_amount': 926597.5768453176}",True
TX_b1037100,CUST_68258,6098615858729895,2024-10-25 13:59:58.468683+00:00,Education,supplies,Chegg,892.34,BRL,Brazil,Unknown City,medium,Basic Debit,False,Firefox,web,5a2a93e50f3ca975604c29c2f161e5bf,137.224.0.53,0,False,13,False,"{'num_transactions': 474, 'total_amount': 10800721.55343523, 'unique_merchants': 101, 'unique_countries': 12, 'max_single_amount': 1206356.298118452}",False
TX_9d534cd0,CUST_34590,6628200809420891,2024-10-25 04:22:11.927154+00:00,Restaurant,fast_food,Burger King,43.54,CAD,Canada,Unknown City,medium,Basic Debit,False,Edge,web,44600ebdf967eb82d7f19958a60bb879,152.242.87.10,1,False,4,False,"{'num_transactions': 198, 'total_amount': 11125561.991675435, 'unique_merchants': 84, 'unique_countries': 12, 'max_single_amount': 1875430.1249608607}",False
TX_26ef5984,CUST_74014,6617568798662647,2024-10-01 04:16:56.080440+00:00,Travel,booking,Hotels.com,2537.35,EUR,Germany,Unknown City,medium,Gold Credit,False,Android App,mobile,fa23138b424a85d46337113625bda8a5,199.59.234.157,1,True,4,False,"{'num_transactions': 524, 'total_amount': 14717580.973448498, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 3568765.3369304542}",True
TX_742c4c94,CUST_91443,5197019555027681,2024-10-26 12:17:35.572437+00:00,Travel,hotels,Hyatt,791715.0,NGN,Nigeria,Unknown City,medium,Platinum Credit,False,Edge,web,05ab8519a929aeb20baaa3ff5bc9e390,226.229.188.110,1,True,12,True,"{'num_transactions': 30, 'total_amount': 3390182.6127929734, 'unique_merchants': 26, 'unique_countries': 9, 'max_single_amount': 791715.0004032026}",False
TX_215a2eaf,CUST_17156,375050294104494,2024-10-28 04:15:45.663832+00:00,Grocery,online,Instacart,31773.22,RUB,Russia,Unknown City,medium,Gold Credit,False,Safari,web,f00ae5fbf7d8e76cd8e6060f46a2535e,164.56.78.198,0,False,4,False,"{'num_transactions': 110, 'total_amount': 4560754.714679455, 'unique_merchants': 63, 'unique_countries': 12, 'max_single_amount': 751693.7323919783}",False
TX_05d40ca5,CUST_31330,4664209029317431,2024-10-11 19:57:30.684263+00:00,Retail,physical,IKEA,616.18,CAD,Canada,Unknown City,medium,Gold Credit,False,Chrome,web,5b39d5277a4e85c721f878acc1875a9f,124.227.248.35,0,False,19,False,"{'num_transactions': 155, 'total_amount': 3396730.1554168384, 'unique_merchants': 76, 'unique_countries': 10, 'max_single_amount': 1850352.0226695405}",False
TX_ee89aa1b,CUST_37833,5959413589552772,2024-10-20 02:49:59.338838+00:00,Travel,transport,Uber,1266.97,NGN,Nigeria,Unknown City,medium,Basic Credit,True,Chip Reader,pos,f842f3b5fa29983db9a4134bf4c1fbf5,78.76.65.188,1,True,2,True,"{'num_transactions': 532, 'total_amount': 13479597.667952644, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 1673044.7302356109}",True
TX_44c54e53,CUST_66633,5827010312835431,2024-10-20 16:04:22.785627+00:00,Retail,physical,Home Depot,543.49,SGD,Singapore,Unknown City,medium,Gold Credit,False,Android App,mobile,7e06af6a315d33b8ae28c42c6c5ca3fd,97.127.135.4,0,False,16,True,"{'num_transactions': 102, 'total_amount': 3672058.104500899, 'unique_merchants': 62, 'unique_countries': 12, 'max_single_amount': 874265.200153592}",False
TX_4c956257,CUST_24020,375520148728169,2024-10-13 17:44:18.072546+00:00,Restaurant,casual,TGI Fridays,783.29,BRL,Brazil,Unknown City,medium,Basic Credit,False,iOS App,mobile,10adac30ecedae4cc505493392db3f79,93.232.64.166,0,False,17,True,"{'num_transactions': 345, 'total_amount': 7554730.032245506, 'unique_merchants': 97, 'unique_countries': 12, 'max_single_amount': 1825055.9790444982}",True
TX_20723078,CUST_27482,371723787274644,2024-10-25 19:03:20.049125+00:00,Travel,transport,Uber,47660.8,NGN,Nigeria,Unknown City,medium,Basic Debit,False,iOS App,mobile,b33bff2eff555d4c22470ab94e18f788,154.252.0.205,0,True,19,False,"{'num_transactions': 94, 'total_amount': 11594606.979330214, 'unique_merchants': 63, 'unique_countries': 10, 'max_single_amount': 1000952.8822883143}",False
TX_e8a454fa,CUST_92033,5042464534015836,2024-10-03 02:55:55.512524+00:00,Retail,physical,Target,40.1,RUB,Russia,Unknown City,medium,Platinum Credit,False,iOS App,mobile,b556e75ef36c1b441d2cb962a3d56166,111.15.184.23,1,False,2,False,"{'num_transactions': 1002, 'total_amount': 50005697.30305514, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5751582.854350654}",True
TX_9278d3b3,CUST_81876,371223620827534,2024-10-06 12:58:52.410237+00:00,Travel,transport,Hertz,201.12,EUR,France,Unknown City,medium,Premium Debit,False,Android App,mobile,dd918a65b7bf5550d91fc5458e508d06,183.33.253.73,0,True,12,True,"{'num_transactions': 1208, 'total_amount': 47023631.18105953, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4873189.602314466}",False
TX_50297432,CUST_13502,370470088049850,2024-10-23 00:03:02.225196+00:00,Gas,major,Chevron,1250.93,CAD,Canada,Unknown City,medium,Platinum Credit,False,iOS App,mobile,47751f3c078ebb4c2b980b6246b6fac3,99.2.39.107,0,False,0,False,"{'num_transactions': 116, 'total_amount': 4016057.2308868314, 'unique_merchants': 73, 'unique_countries': 11, 'max_single_amount': 1648557.587736561}",False
TX_06872420,CUST_80352,6442169899190348,2024-09-30 12:17:51.512724+00:00,Retail,physical,Target,46175.05,JPY,Japan,Unknown City,medium,Gold Credit,False,Firefox,web,320b8e47196425f690d0bb1629cec7f8,112.200.106.33,0,False,12,False,"{'num_transactions': 1671, 'total_amount': 120001361.82488376, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4374768.060673638}",False
TX_f481c3ce,CUST_84705,5448886946756310,2024-09-30 09:31:21.849220+00:00,Gas,local,Local Gas Station,54630.15,JPY,Japan,Unknown City,medium,Gold Credit,False,Chrome,web,a338056d826523becc8cc4d3e0574bc7,201.185.60.196,0,False,9,False,"{'num_transactions': 1603, 'total_amount': 117495254.41558638, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2088306.3522729103}",False
TX_d9a957a1,CUST_26817,377412844746315,2024-10-21 03:39:15.466122+00:00,Travel,airlines,Delta,659696.44,NGN,Nigeria,Unknown City,medium,Basic Debit,True,Chip Reader,pos,8d387e0a25c563af1165433e67dea228,151.17.220.8,1,True,3,False,"{'num_transactions': 74, 'total_amount': 3518103.6423805864, 'unique_merchants': 51, 'unique_countries': 12, 'max_single_amount': 836200.9742140016}",True
TX_720ffdbc,CUST_60789,6957458879765188,2024-10-23 12:28:40.544039+00:00,Travel,hotels,Hilton,10688.74,MXN,Mexico,Unknown City,medium,Basic Debit,False,Firefox,web,eef89c4fde0d742268dcb29470ac2891,71.243.76.13,0,True,12,False,"{'num_transactions': 80, 'total_amount': 1346109.3746337187, 'unique_merchants': 57, 'unique_countries': 7, 'max_single_amount': 561137.143259094}",False
TX_72c82625,CUST_68015,5429480265314712,2024-10-16 02:41:25.592127+00:00,Retail,online,Newegg,42223.63,MXN,Mexico,Unknown City,medium,Platinum Credit,False,Android App,mobile,8ae967305b79181e3d6a4fbecc649a70,151.0.109.253,1,False,2,False,"{'num_transactions': 242, 'total_amount': 11009723.325129852, 'unique_merchants': 91, 'unique_countries': 12, 'max_single_amount': 2322692.9558438123}",True
TX_e1ea9cc7,CUST_81546,5414352618902708,2024-10-02 07:41:57.676779+00:00,Education,supplies,University Bookstore,24881.37,MXN,Mexico,Unknown City,medium,Gold Credit,False,Chrome,web,9f2a9f2e07c275d0517876bd6bc990c5,222.225.231.247,1,False,7,False,"{'num_transactions': 951, 'total_amount': 33782669.8585607, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2832412.848598234}",True
TX_fe45b69e,CUST_57866,6678252391816811,2024-10-09 04:38:43.978281+00:00,Entertainment,gaming,Nintendo eShop,18733.39,RUB,Russia,Unknown City,medium,Premium Debit,False,Chrome,web,03bddfc2e65b3c6825b6d6bc72e59a83,41.131.157.94,1,True,4,False,"{'num_transactions': 695, 'total_amount': 27061672.04565946, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 4214094.904507965}",True
TX_4b02c531,CUST_88030,4926428535330787,2024-10-23 19:46:38.988332+00:00,Grocery,online,Instacart,498.07,SGD,Singapore,Unknown City,medium,Basic Credit,False,iOS App,mobile,7e3e2019770572478f8c934a1c746d49,247.27.87.232,1,False,19,False,"{'num_transactions': 256, 'total_amount': 7169444.246816734, 'unique_merchants': 92, 'unique_countries': 12, 'max_single_amount': 1783809.9170269053}",False
TX_f3158c6c,CUST_90442,373476694008468,2024-10-02 22:46:50.321100+00:00,Healthcare,pharmacy,Rite Aid,338.65,USD,USA,San Antonio,medium,Basic Debit,False,Firefox,web,5fdb0debda307ac2de4b974990992830,54.171.245.200,0,False,22,False,"{'num_transactions': 71, 'total_amount': 1048153.6938893577, 'unique_merchants': 52, 'unique_countries': 8, 'max_single_amount': 255370.20959224942}",False
TX_7ca7ec81,CUST_36287,5965079042691069,2024-10-29 08:45:37.729483+00:00,Travel,transport,Uber,1675.14,BRL,Brazil,Unknown City,medium,Gold Credit,False,Chrome,web,db717a982659b1a1754e2032492a18ec,244.14.241.28,1,True,8,False,"{'num_transactions': 56, 'total_amount': 1933835.5493079452, 'unique_merchants': 45, 'unique_countries': 10, 'max_single_amount': 909221.8371629447}",True
TX_c3945775,CUST_45856,4540232333057311,2024-10-22 14:40:52.212783+00:00,Grocery,online,Walmart Grocery,1160.96,GBP,UK,Unknown City,medium,Platinum Credit,False,Safari,web,4481c30dd2df03e83f5dc3a4b3b23681,246.198.31.249,0,False,14,False,"{'num_transactions': 172, 'total_amount': 7912636.555431269, 'unique_merchants': 81, 'unique_countries': 12, 'max_single_amount': 1320690.3153628507}",False
TX_ad6abac5,CUST_57793,378828159537909,2024-10-27 16:26:04.515549+00:00,Gas,major,Exxon,68978.83,JPY,Japan,Unknown City,medium,Platinum Credit,False,Safari,web,7b8ad5a329ad0bed7f983ee05aaaf4fd,254.137.10.154,0,False,16,True,"{'num_transactions': 73, 'total_amount': 8670589.549934726, 'unique_merchants': 45, 'unique_countries': 11, 'max_single_amount': 1015925.3824333264}",False
TX_0891a202,CUST_79914,372744188258225,2024-10-03 19:03:18.588149+00:00,Healthcare,medical,Medical Center,16611.18,JPY,Japan,Unknown City,medium,Basic Debit,False,Edge,web,6073e4ad12201fadcebaef70418ccaf5,23.93.6.76,0,False,19,False,"{'num_transactions': 1416, 'total_amount': 67615624.49096274, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2503266.9965133984}",False
TX_34ff5176,CUST_76240,370936734874073,2024-10-02 15:12:00.295937+00:00,Restaurant,casual,Olive Garden,391.56,USD,USA,Phoenix,medium,Platinum Credit,False,Firefox,web,cc7b85d988ed6166175043d313b1c6ec,96.217.211.96,0,False,15,False,"{'num_transactions': 57, 'total_amount': 170911.29561273128, 'unique_merchants': 42, 'unique_countries': 4, 'max_single_amount': 43374.30897278368}",False
TX_630ad77a,CUST_10365,5898951353658774,2024-10-16 17:49:57.277730+00:00,Travel,transport,Enterprise Rent-A-Car,156.65,CAD,Canada,Unknown City,medium,Basic Credit,False,Safari,web,651f287437fcfbc9aa99b4932618529c,88.142.91.13,0,True,17,False,"{'num_transactions': 747, 'total_amount': 26918964.905668847, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4998426.145487553}",False
TX_e51ee397,CUST_67742,6176077890265195,2024-10-14 18:33:06.290415+00:00,Healthcare,pharmacy,Walgreens,100.42,EUR,Germany,Unknown City,medium,Basic Credit,False,Edge,web,a2b891a33d1d779452d4a6b6a3a92f88,166.158.62.68,0,False,18,False,"{'num_transactions': 502, 'total_amount': 18136356.10743758, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 1975790.3017915315}",False
TX_1aa93fbf,CUST_32172,6233146120702607,2024-10-09 01:42:27.953383+00:00,Healthcare,pharmacy,DuaneReade,125610.21,RUB,Russia,Unknown City,medium,Platinum Credit,False,Android App,mobile,9d64d05e2e42f40eea8b620c66157df1,97.233.120.19,0,False,1,False,"{'num_transactions': 26, 'total_amount': 6026482.654525139, 'unique_merchants': 25, 'unique_countries': 6, 'max_single_amount': 1215313.4670151547}",False
TX_525dcd1e,CUST_25231,5983052382896315,2024-09-30 01:15:27.419984+00:00,Entertainment,streaming,Spotify,67.42,GBP,UK,Unknown City,medium,Basic Credit,False,Android App,mobile,e04dfd1e4f3fdf532b12db31edd72517,91.124.231.184,0,True,1,False,"{'num_transactions': 150, 'total_amount': 3721031.3750878596, 'unique_merchants': 78, 'unique_countries': 12, 'max_single_amount': 868800.1756894395}",False
TX_90d8b816,CUST_13930,6829863880970006,2024-10-02 20:52:22.249845+00:00,Gas,local,Highway Gas Stop,64.15,USD,USA,San Antonio,medium,Basic Debit,False,Firefox,web,edced1c8b65ae235bf7a13c7c4fa42d1,46.255.209.178,1,False,20,False,"{'num_transactions': 1313, 'total_amount': 24538291.419115733, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 899411.1072294565}",False
TX_7e83be85,CUST_15579,5749845043631632,2024-10-20 08:09:06.378165+00:00,Education,supplies,Barnes & Noble,139896.3,NGN,Nigeria,Unknown City,medium,Basic Credit,False,Chrome,web,5efef5793fa28f10d11bd8a7f2118ff5,35.215.159.35,0,False,8,True,"{'num_transactions': 287, 'total_amount': 40512166.87185218, 'unique_merchants': 94, 'unique_countries': 12, 'max_single_amount': 1007608.9806605248}",False
TX_eba5b5c9,CUST_31510,374501436320654,2024-10-27 19:39:08.082297+00:00,Travel,transport,Enterprise Rent-A-Car,73933.5,NGN,Nigeria,Unknown City,medium,Basic Credit,False,Android App,mobile,c21447eb4e2a1d327fe7e16a2bb83e95,215.122.5.151,1,True,19,True,"{'num_transactions': 70, 'total_amount': 2403127.276331551, 'unique_merchants': 51, 'unique_countries': 9, 'max_single_amount': 901221.6539571318}",True
TX_472cb22b,CUST_48631,5298106419472548,2024-10-01 13:40:34.351602+00:00,Healthcare,pharmacy,Walgreens,357.71,USD,USA,Houston,large,Basic Credit,False,Edge,web,dda3c689d84b7911756aab03911277a8,241.27.28.12,0,False,13,False,"{'num_transactions': 267, 'total_amount': 6732234.997689944, 'unique_merchants': 93, 'unique_countries': 12, 'max_single_amount': 936497.4638652111}",False
TX_9b42b166,CUST_91838,6615252908628267,2024-10-04 02:30:53.061144+00:00,Restaurant,fast_food,Subway,12433.04,JPY,Japan,Unknown City,medium,Basic Debit,False,Safari,web,c88e83ca492c62242f51b49ac56533b6,19.117.8.123,1,False,2,False,"{'num_transactions': 1010, 'total_amount': 29616937.73989314, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1385859.2656637442}",True
TX_7127c310,CUST_88491,4259726707862116,2024-10-29 22:17:19.137871+00:00,Restaurant,fast_food,McDonald's,59.64,GBP,UK,Unknown City,medium,Basic Credit,False,Safari,web,80babba7f6c8ebd618274c7bf3ce6c6d,225.168.32.60,0,False,22,False,"{'num_transactions': 67, 'total_amount': 2326838.5088343825, 'unique_merchants': 47, 'unique_countries': 10, 'max_single_amount': 778666.4856411264}",False
TX_9c09cd5c,CUST_35770,6584285464643392,2024-10-04 07:53:07.006452+00:00,Healthcare,medical,Lab Corp,20703.93,JPY,Japan,Unknown City,medium,Basic Credit,False,Chrome,web,38406c6c82fb50c89b60a3e49b13e7da,246.160.111.4,0,False,7,False,"{'num_transactions': 446, 'total_amount': 26447360.088619865, 'unique_merchants': 101, 'unique_countries': 12, 'max_single_amount': 3907218.751197507}",False
TX_9adf24a9,CUST_58814,5140459010824991,2024-10-10 01:19:28.393897+00:00,Retail,physical,Walmart,3510.78,BRL,Brazil,Unknown City,medium,Gold Credit,True,Chip Reader,pos,0628b1a15b7cee78dd69e92391ecdb6f,144.25.235.15,1,False,1,False,"{'num_transactions': 174, 'total_amount': 11596286.329482758, 'unique_merchants': 81, 'unique_countries': 12, 'max_single_amount': 1316025.3325895357}",True
TX_8be91821,CUST_20010,4508639302459700,2024-10-29 09:35:22.014432+00:00,Restaurant,casual,Olive Garden,203.57,AUD,Australia,Unknown City,medium,Gold Credit,False,Android App,mobile,64dcefdefbc1f00540c1f60c6485b194,212.130.53.101,0,False,9,False,"{'num_transactions': 20, 'total_amount': 593887.1453752927, 'unique_merchants': 17, 'unique_countries': 4, 'max_single_amount': 230122.94199765948}",False
TX_f47567a0,CUST_88731,5773875780291943,2024-10-10 00:26:10.345768+00:00,Retail,online,eBay,4.43,AUD,Australia,Unknown City,medium,Platinum Credit,True,Magnetic Stripe,pos,9703e9fe98e1fa8877674a100e646fe2,130.157.83.103,1,False,0,False,"{'num_transactions': 1126, 'total_amount': 122756433.25739963, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2652794.616918151}",True
TX_6b419283,CUST_90021,5424194923721169,2024-10-23 23:14:46.750178+00:00,Healthcare,pharmacy,Rite Aid,410.62,EUR,Germany,Unknown City,medium,Premium Debit,False,iOS App,mobile,ad316a73b4fe568dd192c5b8206cd436,99.142.3.161,0,False,23,False,"{'num_transactions': 122, 'total_amount': 2042723.4927831106, 'unique_merchants': 68, 'unique_countries': 11, 'max_single_amount': 974286.7349220383}",False
TX_5ec2d8b1,CUST_51503,4580208043171692,2024-10-08 16:49:38.385732+00:00,Gas,major,Chevron,144420.84,NGN,Nigeria,Unknown City,medium,Basic Debit,False,Firefox,web,bfc1ec2e8d4e93e0d47148b10118cd5b,101.215.64.128,1,False,16,False,"{'num_transactions': 353, 'total_amount': 5888022.588335022, 'unique_merchants': 95, 'unique_countries': 12, 'max_single_amount': 867077.2540792334}",False
TX_58d1f1b8,CUST_83715,6930809425351695,2024-10-23 01:50:02.598400+00:00,Gas,major,Shell,126784.46,RUB,Russia,Unknown City,medium,Basic Debit,False,Edge,web,fb753e9a220527a5da6941bb9b7f7f7d,50.152.28.144,1,False,1,False,"{'num_transactions': 125, 'total_amount': 4208179.810269947, 'unique_merchants': 75, 'unique_countries': 12, 'max_single_amount': 951816.4732349269}",True
TX_f2a7f054,CUST_42113,377133796425035,2024-10-09 18:30:19.263878+00:00,Entertainment,gaming,Steam,457.79,SGD,Singapore,Unknown City,medium,Platinum Credit,False,Firefox,web,e858034fbbbc02b4a4b1a750b4a52d9a,251.58.103.119,0,True,18,False,"{'num_transactions': 307, 'total_amount': 9339166.016558086, 'unique_merchants': 99, 'unique_countries': 12, 'max_single_amount': 1764952.3871787414}",False
TX_ba53c5af,CUST_14781,5166138194407661,2024-10-05 22:00:33.893328+00:00,Healthcare,medical,Lab Corp,6580.99,MXN,Mexico,Unknown City,medium,Basic Credit,False,Edge,web,a76df4caf12fc2567fff8e01cc01f2a5,232.157.61.20,1,False,22,True,"{'num_transactions': 486, 'total_amount': 11829248.540848324, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1021620.0179758203}",False
TX_31651dfc,CUST_50939,377690430313919,2024-10-11 05:30:16.893736+00:00,Healthcare,medical,Local Hospital,240.66,EUR,Germany,Unknown City,medium,Premium Debit,False,Edge,web,f4843723c739572ef8aeb989b87c581a,241.41.115.98,0,False,5,False,"{'num_transactions': 124, 'total_amount': 4444364.907082969, 'unique_merchants': 76, 'unique_countries': 10, 'max_single_amount': 1675135.708908414}",False
TX_cdaa9c54,CUST_27964,378998536768699,2024-10-26 07:20:27.013297+00:00,Grocery,physical,Trader Joe's,188.7,GBP,UK,Unknown City,medium,Basic Credit,False,Firefox,web,f4fae86ab16bd91fd1220b1e48105360,106.63.175.251,0,False,7,True,"{'num_transactions': 274, 'total_amount': 8828113.275752634, 'unique_merchants': 94, 'unique_countries': 12, 'max_single_amount': 4143605.2799615604}",False
TX_39ff5730,CUST_69074,372940703089356,2024-10-20 04:58:26.176089+00:00,Healthcare,medical,Urgent Care,613.64,USD,USA,Dallas,medium,Gold Credit,False,Android App,mobile,ed7b7f79ba6cfa57dd381855f8c18378,109.79.255.126,0,False,4,True,"{'num_transactions': 75, 'total_amount': 578816.5464169633, 'unique_merchants': 49, 'unique_countries': 8, 'max_single_amount': 270450.39070257137}",False
TX_8376857d,CUST_74229,5248406792411290,2024-10-11 03:57:35.064067+00:00,Education,supplies,University Bookstore,16691.82,MXN,Mexico,Unknown City,medium,Basic Credit,True,Magnetic Stripe,pos,8a3d71a48f3b8f06334dd9aeecba127b,213.110.189.123,1,False,3,False,"{'num_transactions': 178, 'total_amount': 5361499.281207183, 'unique_merchants': 83, 'unique_countries': 10, 'max_single_amount': 2094908.1364416555}",True
TX_94f7f460,CUST_72733,5494313869075738,2024-10-04 05:59:23.181646+00:00,Education,online,Udemy,616.33,AUD,Australia,Unknown City,medium,Gold Credit,False,Firefox,web,5423226e5fe47afad44c30ecd2ccd713,226.216.19.196,0,False,5,False,"{'num_transactions': 817, 'total_amount': 33931097.03999517, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4731479.772437552}",False
TX_6d1ff516,CUST_42161,4184539993004834,2024-10-07 12:06:31.489451+00:00,Healthcare,pharmacy,Rite Aid,907897.73,NGN,Nigeria,Unknown City,medium,Premium Debit,False,Android App,mobile,5a4487c5b12f478ddb696e8e7b91b8ab,184.248.226.48,1,False,12,False,"{'num_transactions': 320, 'total_amount': 7152938.779552743, 'unique_merchants': 100, 'unique_countries': 12, 'max_single_amount': 907897.7344641063}",True
TX_9b0286d5,CUST_13053,5395167115186560,2024-10-10 12:41:33.725653+00:00,Gas,local,Local Gas Station,459.68,EUR,France,Unknown City,medium,Gold Credit,False,iOS App,mobile,76c265e8ec77ab07d2f6ee09c3dbd1ec,246.63.108.50,0,False,12,False,"{'num_transactions': 265, 'total_amount': 9133578.134134434, 'unique_merchants': 94, 'unique_countries': 11, 'max_single_amount': 2249018.016022154}",False
TX_27f75241,CUST_88582,4480184924775987,2024-10-01 20:11:22.979376+00:00,Retail,physical,Nike Store,3543.44,MXN,Mexico,Unknown City,medium,Basic Debit,False,Edge,web,f692cae5bb751c6fd189f61ce38f7934,171.101.178.143,1,False,20,False,"{'num_transactions': 599, 'total_amount': 15130670.370663645, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 934198.6463577762}",False
